id;checking_peer;checked_peer;points_amount
5717;vnnkuxvvqt;uvoystfqzf;1
5718;xyxejmphfd;uvoystfqzf;4
5719;szibmchovw;uvoystfqzf;1
5720;bnqrtlvcfo;uvoystfqzf;1
5721;xhhkcvmbcy;sruocytphp;1
5722;xyxejmphfd;sruocytphp;2
5723;vpfgklahun;sruocytphp;1
5724;oxbyhclcpr;bxpbsefyup;1
5725;wmkmyobvkj;bxpbsefyup;1
5726;gopuwypppk;bxpbsefyup;1
5727;cqydubmcti;bxpbsefyup;1
5728;nxxvkuggzw;bxpbsefyup;1
5729;xyxejmphfd;buipffslkc;2
5730;ktbkdgakcp;buipffslkc;1
5731;vamqsdekyk;buipffslkc;1
5732;mlgwwgnmau;buipffslkc;1
5733;mlgwwgnmau;qrdsywyqas;1
5734;odhvjmdwnk;qrdsywyqas;1
5735;dtzioqzepa;qrdsywyqas;1
5736;gheraokmpu;qrdsywyqas;1
5737;dtzioqzepa;ehunsaerya;5
5738;skpxostqkd;ehunsaerya;1
5739;vjzmkogqjx;ehunsaerya;1
5740;lwbytzlibg;ehunsaerya;1
5741;pnvjklrwle;ehunsaerya;1
5742;shpuduvseu;bxpbsefyup;1
5743;dtzioqzepa;bxpbsefyup;4
5744;gmkzivumsr;bxpbsefyup;1
5745;wijvirtihx;bxpbsefyup;1
5746;hqgytsmobr;bxpbsefyup;1
5747;hlrffxmvam;bxpbsefyup;1
5748;csmuiqqozy;ioyvwmvlch;1
5749;hlrffxmvam;ioyvwmvlch;1
5750;qxsusukhjc;fwnueodrhd;1
5751;hlrffxmvam;fwnueodrhd;2
5752;zynbfvubvd;fwnueodrhd;1
5753;ixcrfdpdzb;fwnueodrhd;1
5754;wuezwpecei;fwnueodrhd;1
5755;etgitdsmer;zuwceetaqq;1
5756;wuezwpecei;zuwceetaqq;1
5757;mdajyklyze;zuwceetaqq;1
5758;vwkjskplrs;zuwceetaqq;4
5759;alpdbhryye;zuwceetaqq;1
5760;soswjarfvi;zuwceetaqq;1
5761;njdgswazdv;zuwceetaqq;1
5762;bbyajtaate;bxpbsefyup;1
5763;vwkjskplrs;bxpbsefyup;1
5764;gtfgcvcgqg;bxpbsefyup;3
5765;ifgkrbntwq;bxpbsefyup;1
5766;qykrobzheb;bxpbsefyup;1
5767;bbwsevelpc;bxpbsefyup;1
5768;gtfgcvcgqg;iawnuiqprj;2
5769;fmiltdrnpo;iawnuiqprj;1
5770;dlwhksiuvn;iawnuiqprj;1
5771;edyetjgdfp;iawnuiqprj;1
5772;anhcfmjzxu;iawnuiqprj;1
5773;edyetjgdfp;wsrwnmkgzt;2
5774;ngmjybobim;wsrwnmkgzt;1
5775;rwkqztxbtx;bsuqkothjr;1
5776;edyetjgdfp;bsuqkothjr;2
5777;fkktktyqan;bsuqkothjr;1
5778;inbabzmcnp;bsuqkothjr;1
5779;ddewfhfsne;bsuqkothjr;1
5780;ddewfhfsne;bxpbsefyup;1
5781;nsoykqpqmj;fvsxjdnhmo;1
5782;gaenbojgrg;fvsxjdnhmo;2
5783;xyrfhlruom;fvsxjdnhmo;1
5784;sqyxzjqzzv;fvsxjdnhmo;1
5785;gaenbojgrg;zsxoaigxvn;1
5786;bmuowovmjm;zsxoaigxvn;1
5787;wlpvgkqzyn;zsxoaigxvn;3
5788;shnaydbinl;zsxoaigxvn;1
5789;ogninkhlol;zsxoaigxvn;1
5790;ynqykecnml;zsxoaigxvn;1
5791;vbjjxlggce;zsxoaigxvn;1
5792;nlyawwautj;zsxoaigxvn;1
5793;xewykadrwt;rinvihnxdh;5
5794;ovddnjjnro;rinvihnxdh;1
5795;tyfumcihrx;rinvihnxdh;1
5796;qrkccixroz;rinvihnxdh;1
5797;kckfysjegs;rinvihnxdh;1
5798;xewykadrwt;bxpbsefyup;2
5799;enqppyxsrs;bxpbsefyup;1
5800;ndeqypgazk;bxpbsefyup;1
5801;xewykadrwt;rvpurubokw;3
5802;vwcotkreou;rvpurubokw;1
5803;fipkdxytrk;rvpurubokw;1
5804;ylojbffyya;rvpurubokw;1
5805;lfwclhptdw;rvpurubokw;2
5806;cgaidycwgd;rvpurubokw;1
5807;iqfzjmllco;ywzvcztmma;1
5808;lfwclhptdw;ywzvcztmma;2
5809;eqkgdwoqne;ywzvcztmma;1
5810;jqicatdxdx;jgdikuxvhw;2
5811;gdlgoyjduy;jgdikuxvhw;1
5812;dhlhqcfyxa;jgdikuxvhw;1
5813;jdqzlajvrc;bxpbsefyup;2
5814;oropgbxjjr;bxpbsefyup;1
5815;csklrubfpc;bxpbsefyup;1
5816;jdqzlajvrc;wgbggutokm;3
5817;dsbtnobskz;wgbggutokm;1
5818;zflojycelw;wgbggutokm;1
5819;ottlxsdbjd;wgbggutokm;1
5820;fsfoiiiedp;wgbggutokm;1
5821;oovosfpaho;wgbggutokm;1
5822;fsfoiiiedp;dwihfmsnwt;4
5823;bcuvppawnu;dwihfmsnwt;1
5824;adsowaigne;dwihfmsnwt;1
5825;miruqdfsxt;mmpolnfsuo;1
5826;xqgosmwowv;mmpolnfsuo;2
5827;kfmqzhbtqd;mmpolnfsuo;1
5828;ehowkrcwyy;mmpolnfsuo;1
5829;tszwornjkg;mmpolnfsuo;1
5830;vjamspbuqv;bxpbsefyup;1
5831;tszwornjkg;bxpbsefyup;4
5832;plyiwrmsxa;bxpbsefyup;1
5833;yscxbhcvve;bxpbsefyup;1
5834;xzvgznwhke;bxpbsefyup;1
5835;xzlkchsude;bxpbsefyup;1
5836;ubulsehmud;bxpbsefyup;1
5837;irmfjeigmv;rgvcwixkjj;1
5838;ubulsehmud;rgvcwixkjj;2
5839;rvilkshveu;rgvcwixkjj;1
5840;mdfgmhevmm;rgvcwixkjj;1
5841;cwsskxxksz;yzfyulbhpu;1
5842;mdfgmhevmm;yzfyulbhpu;2
5843;gycrvhpsez;yzfyulbhpu;1
5844;ntrtazwfox;thjhrbdgum;1
5845;mdfgmhevmm;thjhrbdgum;4
5846;oyigkwnqxm;thjhrbdgum;1
5847;obdldfympl;thjhrbdgum;1
5848;wnlvntlvqd;thjhrbdgum;1
5849;njbhencerz;thjhrbdgum;1
5850;ibtinvypwo;bxpbsefyup;3
5851;bxwjtbirjj;bxpbsefyup;1
5852;yktdddepor;bxpbsefyup;1
5853;xnzdjwwnlu;bxpbsefyup;1
5854;sskrjyhyip;bxpbsefyup;2
5855;feavkopfxz;bxpbsefyup;1
5856;sskrjyhyip;lwryuqokpl;1
5857;nrwrqlhoem;lwryuqokpl;1
5858;cbhjasdxzq;lwryuqokpl;2
5859;nmqtlanqzl;lwryuqokpl;1
5860;cihgcdpfcj;hkwuanriva;1
5861;cbhjasdxzq;hkwuanriva;1
5862;iuqjpnqval;hkwuanriva;1
5863;cbhjasdxzq;fwxnlqgqss;1
5864;hxdvaempvn;fwxnlqgqss;1
5865;cbhjasdxzq;bxpbsefyup;1
5866;anmrgmnpah;bxpbsefyup;1
5867;abghtarkir;bxpbsefyup;1
5868;fdncmaoekj;vhsuqosrdg;1
5869;abghtarkir;vhsuqosrdg;1
5870;ndkvimyaqn;vhsuqosrdg;1
5871;muvunzkyhc;vhsuqosrdg;4
5872;lbbqkppxqr;vhsuqosrdg;1
5873;yepkvjqomy;vhsuqosrdg;1
5874;pbuxrjmtln;blmogbxdrj;1
5875;mrpajrhqdb;blmogbxdrj;2
5876;ihlahtbynh;blmogbxdrj;1
5877;gpmfdycmua;khrqkahdbe;1
5878;mrpajrhqdb;khrqkahdbe;3
5879;nllbkjxdjx;khrqkahdbe;1
5880;uwuablwfgk;khrqkahdbe;1
5881;qhnoytutnj;khrqkahdbe;1
5882;mrpajrhqdb;bxpbsefyup;4
5883;bbejisurrl;bxpbsefyup;1
5884;xnugfslwtx;bxpbsefyup;1
5885;lcmuxzwauk;bxpbsefyup;1
5886;bchexywfzi;bxpbsefyup;1
5887;axugjcerxp;bxpbsefyup;1
5888;bchexywfzi;wxhkczwrpn;1
5889;cpwzpaqucd;wxhkczwrpn;1
5890;bchexywfzi;ajnvsjsvrz;3
5891;ejdxlkstge;ajnvsjsvrz;1
5892;topezzcihf;ajnvsjsvrz;1
5893;iyztseenow;okhmbraydv;1
5894;bchexywfzi;okhmbraydv;3
5895;nstmigoxai;okhmbraydv;1
5896;yqbeeaobic;okhmbraydv;1
5897;qpgdprrmsb;okhmbraydv;1
5898;zjygbtnfjq;okhmbraydv;1
5899;qmlvmkqumb;okhmbraydv;1
5900;qnuzorttjx;bxpbsefyup;2
5901;wmedbtdyjy;bxpbsefyup;1
5902;uueokdnmfh;tkzyepmndp;2
5903;nxfzzsmjjg;tkzyepmndp;1
5904;lnxbarbetb;tkzyepmndp;1
5905;uueokdnmfh;xyndgmxity;1
5906;mzbplyxlyl;xyndgmxity;1
5907;uueokdnmfh;iywtjiunvf;2
5908;awfbnequgx;iywtjiunvf;1
5909;qrftgyqgom;iywtjiunvf;1
5910;znykjaycod;iywtjiunvf;1
5911;wepxjaipgj;bxpbsefyup;1
5912;jxpdlcdiwd;bxpbsefyup;1
5913;qanbfgdavu;bxpbsefyup;1
5914;hwhslkialn;bxpbsefyup;1
5915;sozgrhbznj;bxpbsefyup;1
5916;hwhslkialn;dtyzsnhjrr;3
5917;lojjzzxtzf;dtyzsnhjrr;1
5918;ooaojdnxds;dtyzsnhjrr;1
5919;aftdszlsrt;psucpmvkqm;2
5920;xndzhjxipn;psucpmvkqm;1
5921;xqefzmwfzf;eiaoscirsl;1
5922;aftdszlsrt;eiaoscirsl;1
5923;gjgusjegws;eiaoscirsl;1
5924;aftdszlsrt;bxpbsefyup;4
5925;mebdsmskkv;bxpbsefyup;1
5926;aftdszlsrt;rfngqwpwae;3
5927;cjaepnksns;rfngqwpwae;1
5928;eilqektqav;rfngqwpwae;1
5929;asvmathrws;dxlamsghqx;1
5930;aftdszlsrt;dxlamsghqx;1
5931;gnfwtwxorh;fnwwxhrtyt;1
5932;aftdszlsrt;fnwwxhrtyt;3
5933;qjylfdtbqk;fnwwxhrtyt;1
5934;flxhxldxsi;fnwwxhrtyt;1
5935;qkaixndgqd;bxpbsefyup;1
5936;iwwjqaziyf;bxpbsefyup;1
5937;lnwqqmbial;bxpbsefyup;1
5938;utwxzbiqjz;bxpbsefyup;1
5939;qksqmwvcrh;fsabrigykg;1
5940;utwxzbiqjz;fsabrigykg;2
5941;ibqwhvyqoy;fsabrigykg;1
5942;pddfizcclg;fsabrigykg;1
5943;fumcybiwag;fsabrigykg;1
5944;zreowmvucz;nnsxkdflsu;1
5945;fumcybiwag;nnsxkdflsu;2
5946;jalncsjtai;nnsxkdflsu;1
5947;aepubexhyf;nnsxkdflsu;1
5948;ztosstoayd;nnsxkdflsu;1
5949;oxpgmpoiwi;nnsxkdflsu;1
5950;ztosstoayd;etbfrnfnhr;3
5951;nxrzqtfiln;etbfrnfnhr;1
5952;bbssvkugpn;salzoudbvi;1
5953;ztosstoayd;salzoudbvi;3
5954;gyezxiijuj;salzoudbvi;1
5955;ormexyqsdh;salzoudbvi;1
5956;inocjlxnwr;xapldvxfci;1
5957;ztosstoayd;xapldvxfci;2
5958;qxbljzbpiw;xapldvxfci;1
5959;jfebvkjjmp;xapldvxfci;1
5960;lxvwortzyr;xapldvxfci;2
5961;pfltqzawng;xapldvxfci;1
5962;lybmqecnmi;fmlwsriclr;1
5963;lxvwortzyr;fmlwsriclr;3
5964;czdzmkbnwb;fmlwsriclr;1
5965;mgszcqsxtb;uiohuxpnfg;1
5966;yflvtwxtnn;uiohuxpnfg;1
5967;szczvyptcr;uhekdxgyae;1
5968;yflvtwxtnn;uhekdxgyae;4
5969;mzpxerjvds;uhekdxgyae;1
5970;faiszoctwp;uhekdxgyae;1
5971;yiiqkujaqv;cevpqvzauo;1
5972;yflvtwxtnn;cevpqvzauo;3
5973;oucopnsatt;cevpqvzauo;1
5974;xzmoosncjj;cevpqvzauo;1
5975;uxechdcylf;cevpqvzauo;1
5976;yflvtwxtnn;celnmyykvr;1
5977;qaoflqdgtj;celnmyykvr;1
5978;yflvtwxtnn;yeiwplgoju;2
5979;baujvqymyq;yeiwplgoju;1
5980;canemtpurm;uhekdxgyae;1
5981;yflvtwxtnn;laqoceizyl;1
5982;fkudtlumpg;laqoceizyl;1
5983;yflvtwxtnn;uecjhhxcbg;2
5984;myrboajxmv;uecjhhxcbg;1
5985;eprzxzbijl;uecjhhxcbg;1
5986;xonpgzonid;uecjhhxcbg;3
5987;rtoyyhioaf;uecjhhxcbg;1
5988;xhwybqkrjg;uecjhhxcbg;1
5989;kkyjqftzgi;tilgvoslch;1
5990;xonpgzonid;tilgvoslch;1
5991;qvauimsorc;tilgvoslch;1
5992;clmyinpcnh;tilgvoslch;4
5993;fqqvtqvjmg;tilgvoslch;1
5994;njwbgythsn;tilgvoslch;1
5995;dsfgethukg;fkhuuqvqga;1
5996;clmyinpcnh;fkhuuqvqga;1
5997;vqmoarthnm;fkhuuqvqga;1
5998;vbrnzxberz;fkhuuqvqga;1
5999;laqjgjpgzg;fkhuuqvqga;1
6000;vbrnzxberz;gkponjzrgn;4
6001;xebaewstpa;gkponjzrgn;1
6002;jcuqvvsphk;gkponjzrgn;1
6003;iscwjjaekv;gkponjzrgn;1
6004;jiycaezpws;gkponjzrgn;1
6005;vbrnzxberz;rukussexic;2
6006;sykuhmctfc;rukussexic;1
6007;vmkoadcjol;msvzhqyxex;1
6008;kjssjgcbjr;msvzhqyxex;1
6009;wrejlmfeqj;msvzhqyxex;1
6010;dlwygbeads;msvzhqyxex;1
6011;dlwygbeads;fkhuuqvqga;4
6012;qgdkekvcck;fkhuuqvqga;1
6013;wquyczpzbl;fkhuuqvqga;1
6014;arxordpbcf;fkhuuqvqga;1
6015;afrgtpxtnu;fkhuuqvqga;1
6016;kjteqidznr;uqinoobzvm;2
6017;efjwqlmexo;uqinoobzvm;1
6018;mdacwajlsq;uqinoobzvm;1
6019;yixncmfrhn;emlencbiom;1
6020;rhxxnoocrh;emlencbiom;1
6021;pgjegispbv;emlencbiom;2
6022;mjslwgdyqs;emlencbiom;1
6023;ajdwyavabl;emlencbiom;1
6024;pgjegispbv;tgduungpek;1
6025;yzzlieopej;tgduungpek;1
6026;vaqpefyycw;fkhuuqvqga;2
6027;adluneislk;fkhuuqvqga;1
6028;vaqpefyycw;oocdmqmlml;1
6029;qxypixubjv;oocdmqmlml;1
6030;uueslcmywu;oocdmqmlml;4
6031;gwsdnezgki;oocdmqmlml;1
6032;joiwwtvftw;oocdmqmlml;1
6033;ramklkhxog;oocdmqmlml;1
6034;oawwoetqaz;raeqmrzdub;1
6035;uueslcmywu;raeqmrzdub;1
6036;teimktmcnx;wudhxrzhex;1
6037;uueslcmywu;wudhxrzhex;1
6038;obgysbufxx;wudhxrzhex;1
6039;yluvwpudku;wudhxrzhex;1
6040;pmvuylkmfl;wudhxrzhex;1
6041;urxorhmrps;wudhxrzhex;2
6042;xomqiqdkee;wudhxrzhex;1
6043;iivicpyqam;fkhuuqvqga;5
6044;gsjsetwpyq;fkhuuqvqga;1
6045;ozebqmmixc;fkhuuqvqga;1
6046;zuyvvoisme;fkhuuqvqga;1
6047;duonxwwvzh;fkhuuqvqga;1
6048;vhtrlzwajn;qsswbxhhbo;1
6049;tsiwdsnznn;qsswbxhhbo;1
6050;tkpfztkkgp;wxwkkpikfd;1
6051;tsiwdsnznn;wxwkkpikfd;3
6052;aajtllihcw;wxwkkpikfd;1
6053;yjqdttzshm;wxwkkpikfd;1
6054;mlenudyvmx;okwsluqxll;1
6055;tsiwdsnznn;okwsluqxll;4
6056;flewhqvpij;okwsluqxll;1
6057;ptzijkvehv;okwsluqxll;1
6058;elicvpjgii;fkhuuqvqga;1
6059;cqbqdfvtwv;fkhuuqvqga;2
6060;wjojxdaque;fkhuuqvqga;1
6061;xutgqqknzv;dbuqvwsrls;1
6062;cqbqdfvtwv;dbuqvwsrls;1
6063;iashrculkr;ikhyqupsbi;1
6064;cqbqdfvtwv;ikhyqupsbi;2
6065;kruafywqaq;ikhyqupsbi;1
6066;nsbvddkqrd;ikhyqupsbi;1
6067;mygwpwlkby;ycqggdnivx;2
6068;zykirwwfao;ycqggdnivx;1
6069;sqmpqwzybk;ycqggdnivx;1
6070;etlmogxjus;ycqggdnivx;1
6071;qbwdgdglzq;ycqggdnivx;1
6072;etlmogxjus;fkhuuqvqga;1
6073;etlmogxjus;dehxczwcrg;2
6074;lmjgyxtqbe;dehxczwcrg;1
6075;dnjhqjsrps;dehxczwcrg;1
6076;etlmogxjus;emfpfkvcym;1
6077;nqtlgcoupc;emfpfkvcym;1
6078;irbffjufgn;emfpfkvcym;2
6079;zawvyrawuj;emfpfkvcym;1
6080;chclfypsxn;emfpfkvcym;1
6081;irbffjufgn;csnflcmpup;1
6082;uekdalkszt;csnflcmpup;1
6083;irbffjufgn;fkhuuqvqga;1
6084;quwqbwazrs;fkhuuqvqga;1
6085;quacroriql;fkhuuqvqga;2
6086;kiczescwhi;fkhuuqvqga;1
6087;nqtddreige;fkhuuqvqga;1
6088;yxyrvkutss;thqtacrenm;2
6089;hmhbocbuvm;thqtacrenm;1
6090;yxyrvkutss;vhznuncpno;2
6091;ltcehazqib;vhznuncpno;1
6092;accsymziux;vhznuncpno;1
6093;shrxpujitn;vhznuncpno;3
6094;jdxybezqdc;vhznuncpno;1
6095;ksxzeiibkd;vhznuncpno;1
6096;omscmyvfax;vevkbmzfaw;1
6097;shrxpujitn;vevkbmzfaw;2
6098;iookqetham;vevkbmzfaw;1
6099;qawuetnvnd;vevkbmzfaw;1
6100;mxomvkjjtj;vevkbmzfaw;1
6101;ajmqsyaxnv;vevkbmzfaw;1
6102;ayzbmclsea;vrcksyouoq;4
6103;mbfhbgtqmb;vrcksyouoq;1
6104;xppyvtmddx;vrcksyouoq;1
6105;nrxcpcjrte;ekgapdtpls;1
6106;ayzbmclsea;ekgapdtpls;2
6107;wfzqcamsxw;ekgapdtpls;1
6108;fcdisvymcf;mzfqktbtyd;1
6109;ayzbmclsea;mzfqktbtyd;1
6110;bjqcqvlkhk;mzfqktbtyd;1
6111;ycyviudpwo;mzfqktbtyd;2
6112;peeztdzvtc;mzfqktbtyd;1
6113;ymeosnwpex;elvaejengx;1
6114;ycyviudpwo;elvaejengx;2
6115;builzenzty;elvaejengx;1
6116;qevybkiscv;vrcksyouoq;1
6117;ycyviudpwo;vrcksyouoq;3
6118;mstssfjobo;vrcksyouoq;1
6119;islffkebhq;vrcksyouoq;1
6120;ycyviudpwo;ghskgfagzr;1
6121;autiiabuev;bnkobcjcrx;1
6122;ycyviudpwo;bnkobcjcrx;1
6123;aflahzxmnw;bnkobcjcrx;1
6124;xrttymkfyr;bnkobcjcrx;1
6125;ubniekdwkj;xuzytuxhnn;1
6126;xrttymkfyr;xuzytuxhnn;2
6127;gvyfmafvlf;xuzytuxhnn;1
6128;sbatlwlnhb;xuzytuxhnn;1
6129;jnabxmanln;xuzytuxhnn;2
6130;raqvyprjrg;xuzytuxhnn;1
6131;aglnqdfmwu;xuzytuxhnn;1
6132;jnabxmanln;vrcksyouoq;3
6133;sznfoelylh;vrcksyouoq;1
6134;qyfgjixfut;vrcksyouoq;1
6135;kkewdadpxn;vrcksyouoq;1
6136;ohrwcuwvxo;vrcksyouoq;1
6137;qxpoenprnm;kvvpanusqb;5
6138;ysycwuhdzx;kvvpanusqb;1
6139;cohbezxnjj;kvvpanusqb;1
6140;huqawwxrxp;kvvpanusqb;1
6141;ydvhuznwct;kvvpanusqb;1
6142;rznaigaycw;kvvpanusqb;1
6143;qxpoenprnm;nxbsuqziee;3
6144;xtiaxvrsfi;nxbsuqziee;1
6145;jyxummvoqr;nxbsuqziee;1
6146;bxjlgpgnwz;xsdxagxtwe;1
6147;qxpoenprnm;xsdxagxtwe;4
6148;yktdbppljw;xsdxagxtwe;1
6149;xpehlircrx;xsdxagxtwe;1
6150;rveosaptsy;vrcksyouoq;1
6151;qxpoenprnm;vrcksyouoq;2
6152;acljbyuhkj;vrcksyouoq;1
6153;vbdxrmpaul;yarydqmfmh;1
6154;yjchghoety;yarydqmfmh;3
6155;mjkckqtidk;yarydqmfmh;1
6156;mpkajkeddx;yarydqmfmh;1
6157;bcdszyuzgk;yarydqmfmh;1
6158;byhgqtrcwj;doturadtfv;1
6159;mibrbzwkkv;doturadtfv;1
6160;byhgqtrcwj;hnedvltxuw;5
6161;ghnpwrifdt;hnedvltxuw;1
6162;xoiefgcrlf;hnedvltxuw;1
6163;mxoojpzers;hnedvltxuw;1
6164;pvbykbmqlv;hnedvltxuw;1
6165;byhgqtrcwj;ksuqrqxybk;1
6166;cnmemlsxev;ksuqrqxybk;1
6167;yccpsixkya;ksuqrqxybk;4
6168;fzpljxvoxc;ksuqrqxybk;1
6169;paoakspqfr;ksuqrqxybk;1
6170;ndjesnwfeb;ksuqrqxybk;1
6171;xunxhhstnl;tbhopfslbu;1
6172;yccpsixkya;tbhopfslbu;1
6173;phfgkrwbjo;tbhopfslbu;1
6174;tqglhmquhh;tbhopfslbu;1
6175;iwjhfummkl;tbhopfslbu;1
6176;tqglhmquhh;mmdrykpqzw;2
6177;sfwvkhqbns;mmdrykpqzw;1
6178;drsezqeazq;mmdrykpqzw;1
6179;dtupqlihzl;mmdrykpqzw;1
6180;dtupqlihzl;wjohduzjes;5
6181;xndiadcfwa;wjohduzjes;1
6182;yiijdjymmz;wjohduzjes;1
6183;iuntjfbdvy;wjohduzjes;1
6184;mophtdyfjd;wjohduzjes;1
6185;cptqzzgbhe;ksuqrqxybk;1
6186;ebifqgjhlk;ksuqrqxybk;3
6187;ijkszxpnzv;ksuqrqxybk;1
6188;kjabticzcz;ksuqrqxybk;1
6189;fybtiktoxa;ksuqrqxybk;1
6190;ebifqgjhlk;trexfmxbyh;2
6191;jzbyclfcuk;trexfmxbyh;1
6192;dxqsfgxwzn;trexfmxbyh;1
6193;ebifqgjhlk;kfikumbdlz;4
6194;xlurxsfxic;kfikumbdlz;1
6195;fvqmxbqdvv;kfikumbdlz;1
6196;vjcrhffsno;kfikumbdlz;1
6197;wfpattlkvi;kfikumbdlz;1
6198;kzsnaciprn;kfikumbdlz;1
6199;xyadvetxtu;euominqzpm;2
6200;bphqbbfkmo;euominqzpm;1
6201;vhgracaldx;ksuqrqxybk;1
6202;xyadvetxtu;ksuqrqxybk;1
6203;jxqlctxhzg;ksuqrqxybk;1
6204;xyadvetxtu;tmrdpvswoq;1
6205;gojzrjfqit;tmrdpvswoq;1
6206;czsbwkmevx;gbbibncbjt;1
6207;ssgagcgqcs;gbbibncbjt;1
6208;wkardawgdl;gbbibncbjt;2
6209;mxqgtagtkl;gbbibncbjt;1
6210;sgwtajddvx;cusuapysqf;3
6211;hyfejtagdf;cusuapysqf;1
6212;ooeuuooars;cusuapysqf;1
6213;tirqkzzhxt;cusuapysqf;1
6214;sgwtajddvx;ksuqrqxybk;2
6215;szzjvohpxw;ksuqrqxybk;1
6216;rugpucslhx;ksuqrqxybk;1
6217;rcrjxnibzw;ksuqrqxybk;3
6218;bgnozwmkti;ksuqrqxybk;1
6219;rqlhctbzoc;ksuqrqxybk;1
6220;whqeqdywls;ezbymcloil;1
6221;rcrjxnibzw;ezbymcloil;4
6222;kcignjusyb;ezbymcloil;1
6223;bzqyinozuv;ezbymcloil;1
6224;fathrfiydy;svhxpwavsf;1
6225;rcrjxnibzw;svhxpwavsf;2
6226;yqtnxsebkx;svhxpwavsf;1
6227;mbezsznkcs;crnlbovebb;1
6228;ofaxkasqaz;crnlbovebb;4
6229;nobokspcrb;crnlbovebb;1
6230;ultevwdxrr;crnlbovebb;1
6231;ummlcadrkm;crnlbovebb;1
6232;rtjpabkxgl;ksuqrqxybk;1
6233;ofaxkasqaz;ksuqrqxybk;3
6234;cmnrucbvuh;ksuqrqxybk;1
6235;ntknaxpkip;ksuqrqxybk;1
6236;ewykgdhtvi;ksuqrqxybk;1
6237;ofaxkasqaz;wvjalsmajc;3
6238;mjxptavpfh;wvjalsmajc;1
6239;vhxfgbjzrb;ntperbpikx;1
6240;ofaxkasqaz;ntperbpikx;3
6241;mfpkotiwbv;ntperbpikx;1
6242;sasjxgfsux;ntperbpikx;1
6243;tsmabexlii;ntperbpikx;1
6244;rolvghncjq;ntperbpikx;1
6245;irdrthistw;dumvsdnakc;1
6246;rolvghncjq;dumvsdnakc;1
6247;zuwloylkmj;ksuqrqxybk;1
6248;rolvghncjq;ksuqrqxybk;1
6249;laiblvdhan;ksuqrqxybk;1
6250;rolvghncjq;akltvrimkl;3
6251;vdrzbcrqzy;akltvrimkl;1
6252;ulqywyqwgv;akltvrimkl;1
6253;tpvriplqdb;akltvrimkl;1
6254;wmsixvplie;akltvrimkl;1
6255;ytyidwovzx;qqedmuwnem;1
6256;weuqjswmft;qqedmuwnem;1
6257;ytyidwovzx;quazxehcku;4
6258;nxvfrvajjl;quazxehcku;1
6259;sgbqenzukf;quazxehcku;1
6260;xucpztrmys;quazxehcku;1
6261;obqlzevlnr;quazxehcku;1
6262;ytyidwovzx;ksuqrqxybk;3
6263;imagxugqmj;ksuqrqxybk;1
6264;skqyyzhwwy;ksuqrqxybk;1
6265;irfkvrvksw;ksuqrqxybk;1
6266;loqanyyufl;ksuqrqxybk;1
6267;ihpybyhonj;ksuqrqxybk;1
6268;loqanyyufl;cbnrgomznf;1
6269;hsovzbefgq;cbnrgomznf;2
6270;ylsqnoywuo;cbnrgomznf;1
6271;pduhwwwiuu;cbnrgomznf;1
6272;hsovzbefgq;quzzfnsapn;1
6273;rfndvaglcs;quzzfnsapn;1
6274;dpqttutkwy;quzzfnsapn;1
6275;fwdnzwkwws;quzzfnsapn;1
6276;dezrcjeypc;quzzfnsapn;1
6277;nbouwpjrzt;rnpvnbwtdn;1
6278;dezrcjeypc;rnpvnbwtdn;2
6279;uwnhxleyqd;rnpvnbwtdn;1
6280;oeqlxhpunr;rnpvnbwtdn;1
6281;dezrcjeypc;ksuqrqxybk;5
6282;cwjlcymoyq;ksuqrqxybk;1
6283;yqvojihqox;ksuqrqxybk;1
6284;ojlknuiamc;ksuqrqxybk;1
6285;bdikuufdcr;ksuqrqxybk;1
6286;wriyblszsu;tuqqyxpqpx;1
6287;duidktlxzb;tuqqyxpqpx;1
6288;wriyblszsu;rhaljqytel;1
6289;mrgxocicca;rhaljqytel;1
6290;wriyblszsu;hbnapvbake;3
6291;optfitflgp;hbnapvbake;1
6292;rfynezqpbp;hbnapvbake;1
6293;cjrqtqkilx;hbnapvbake;1
6294;doxctpfqzb;hbnapvbake;1
6295;lldvzcvidt;ksuqrqxybk;1
6296;doxctpfqzb;ksuqrqxybk;4
6297;yvguohktbe;ksuqrqxybk;1
6298;tdorarzivs;ksuqrqxybk;1
6299;dkwmipyhcu;ksuqrqxybk;1
6300;doxctpfqzb;aujypzekzm;2
6301;fwfsphjuum;aujypzekzm;1
6302;bobtjsjrxx;aujypzekzm;1
6303;doxctpfqzb;mkotqsafuo;4
6304;yumgnoiswo;mkotqsafuo;1
6305;jkfofhrjvy;mkotqsafuo;1
6306;roobpttlqi;mkotqsafuo;1
6307;mpqsjnyoan;mkotqsafuo;1
6308;doxctpfqzb;vhyjprtkws;4
6309;eatxifyyfv;vhyjprtkws;1
6310;ogxgmjxibg;vhyjprtkws;1
6311;txnbsufbon;vhyjprtkws;1
6312;xufxllvepy;idzrgwibxa;1
6313;doxctpfqzb;idzrgwibxa;8
6314;kjwpwifsst;idzrgwibxa;1
6315;wlzhernovy;idzrgwibxa;1
6316;nhlyuftcom;idzrgwibxa;1
6317;doxctpfqzb;cwrxtwqtgh;3
6318;ehwjejrlyr;cwrxtwqtgh;1
6319;wmjmhdaswq;cwrxtwqtgh;1
6320;qnjdvucxdq;mbnyabyjtp;1
6321;doxctpfqzb;mbnyabyjtp;4
